Project_ID,Emirate,Project_Name,Type_of_Work,Contractor,Start_Date,End_Date,Actual_End_Date,Task_Status,Budget,Cost,Cost_Variance,Labor_Hours
PRJ-UAE-435,Abu Dhabi,"Construction of Process Building Facility in Zone -1 Hameem, Abu Dhabi",Cleaning,Vendor G,30/01/2025,22/04/2025,27/04/2025,Completed,1710557,1695578.04,-14978.96,1351
PRJ-UAE-653,Abu Dhabi,"Road Marking Habshan,Abu Dhabi",Sand Blasting,Vendor C,31/01/2025,24/03/2025,23/03/2025,Completed,1985126,1899382.11,-85743.89,1848
PRJ-UAE-110,Sharjah,Parking Line at Kalba Police Station,Sand Blasting,Vendor A,31/01/2025,05/04/2025,02/04/2025,Completed,1180921,1409080.21,228159.21,303
PRJ-UAE-230,Abu Dhabi,Road Making at Kizad - Abu Dhabi,Hand Marking TP,Vendor A,31/01/2025,30/03/2025,29/03/2025,Completed,2178964,2071410.26,-107553.74,487
PRJ-UAE-810,Abu Dhabi,"C042 - CICPA Car Parking at Ghayathy City, Abu Dhabi",Premarking,Vendor C,01/02/2025,12/04/2025,21/04/2025,Completed,1752131,1673467.33,-78663.67,1421
PRJ-UAE-569,Dubai,"Jogging Track,Dubai Festival City",Cold Marking,Vendor G,01/02/2025,26/04/2025,03/05/2025,Completed,2068038,2410685.83,342647.83,1601
PRJ-UAE-563,Sharjah,"Al Zahia South Gate,Sharjah",Epoxy Floor Coating System,Vendor A,01/02/2025,07/04/2025,06/04/2025,Completed,638616,711670.81,73054.81,1923
PRJ-UAE-890,Sharjah,Asphalt Road Marking at Sharjah Emirates,Premarking,Vendor B,01/02/2025,16/02/2025,23/02/2025,Completed,1121247,1110439.46,-10807.54,2364
PRJ-UAE-470,Al Ain,"Design, Supply and Construction of Remaining Roads, Proposed Car Parking Areas and Cycling Track, Traffic Signal Light Including Storm Water Network at Danet Abu Dhabi Development",Epoxy Floor Coating System,Vendor D,02/02/2025,28/04/2025,10/05/2025,Completed,985282,992190.92,6908.92,1896
PRJ-UAE-851,Dubai,Emaar South Development Phase-2 Golf Course,Maintenance,Vendor B,02/02/2025,21/02/2025,27/02/2025,Completed,1679445,2009180.44,329735.44,2543
PRJ-UAE-815,Sharjah,"Contract R910/B Bridge to Al-Hisn Island, Sharjah-UAE",Machine Marking TP,Vendor G,02/02/2025,11/04/2025,23/04/2025,Completed,1085301,1076497.85,-8803.15,1606
PRJ-UAE-108,Abu Dhabi,Cycle Track  at Abu Dhabi,Hand Marking TP,Vendor A,03/02/2025,06/03/2025,10/03/2025,Completed,2310847,2175716.47,-135130.53,2776
PRJ-UAE-411,Dubai,Umm  Suqeim -3  Dubai Police Academy,Premarking,Vendor B,03/02/2025,03/05/2025,11/05/2025,Completed,,2370281.58,-123596.42,1500
PRJ-UAE-895,Abu Dhabi,Bus Stop Marking - Saadiyath - Abu Dhabi,Premarking,Vendor D,05/02/2025,26/03/2025,30/03/2025,Completed,1574350,1485300.58,-89049.42,843
PRJ-UAE-798,Ajman,Helipad Marking at Ajman,Hand Marking TP,Vendor F,05/02/2025,04/05/2025,29/05/2025,Completed,753652,702075.51,-51576.49,2657
PRJ-UAE-342,Abu Dhabi,"American community School,Saadiyat - Abu Dhabi",Machine Marking TP,Vendor C,06/02/2025,15/03/2025,23/03/2025,Completed,1314642,1341215.09,26573.09,1093
PRJ-UAE-763,Dubai,R-881/2A2-1 Comprehensive Improvements of Parallel Roads,Machine Marking TP,Vendor C,08/02/2025,28/03/2025,13/04/2025,Completed,1209910,1173428.2,-36481.8,1486
PRJ-UAE-412,Sharjah,Entrance for Civil Defense in Al Madam - Sharjah,Epoxy Floor Coating System,Vendor E,08/02/2025,24/03/2025,13/04/2025,Completed,749732,1130201.37,380469.37,1697
PRJ-UAE-202,Al Ain,Aerospace Supply Chain Facility ( Phase 06 & 07 )-Dubai South,Cold Marking,Vendor C,10/02/2025,30/03/2025,18/04/2025,Completed,672129,646312.3,-25816.7,2282
PRJ-UAE-541,Abu Dhabi,"Mockup Work at Khalifa City, Abu Dhabi",Maintenance,Vendor E,10/02/2025,08/03/2025,24/03/2025,Completed,1281445,1276177.32,-5267.68,1443
PRJ-UAE-789,Dubai,Al Qaro Dubai South,Hand Marking TP,Vendor C,10/02/2025,09/05/2025,09/05/2025,Completed,536794,559618.15,22824.15,1103
PRJ-UAE-661,Dubai,Dubai Police General Headquarters,Maintenance,Vendor F,11/02/2025,21/03/2025,25/03/2025,Completed,2017724,2325087.1,307363.1,2454
PRJ-UAE-277,Ajman,R1296 Al Seyouh 6,Premarking,Vendor E,12/02/2025,12/05/2025,09/05/2025,Completed,854908,1047375.38,192467.38,1349
PRJ-UAE-415,Abu Dhabi,Management & Treatment of Medical and Hazardous Wastes in Abu Dhabi & Dhafra Area,Cleaning,Vendor E,12/02/2025,20/04/2025,18/04/2025,Completed,2078027,2082931.78,4904.78,404
PRJ-UAE-176,Sharjah,Road Marking Works at Sharjah Khorfakkan Road S142-Al Dahid Area,Epoxy Floor Coating System,Vendor C,13/02/2025,25/03/2025,22/03/2025,Completed,998135,1095900.54,97765.54,535
PRJ-UAE-215,Dubai,"Road Marking Works at D09, Mirdif City Center, Dubai",Cleaning,Vendor B,13/02/2025,01/05/2025,16/05/2025,Completed,2144994,2180237.83,35243.83,2524
PRJ-UAE-139,Abu Dhabi,"ECC Processing Fitout, Zayed International Airport , Abu Dhabi",Hand Marking TP,Vendor G,14/02/2025,25/04/2025,23/04/2025,Completed,770341,908142.29,137801.29,1120
PRJ-UAE-851,Dubai,"DHL Dubai South Innovation Centre, Dubai- UAE",Epoxy Floor Coating System,Vendor D,14/02/2025,18/03/2025,16/03/2025,Completed,1046685,1010673.39,-36011.61,750
PRJ-UAE-611,Abu Dhabi,Shamal Development - Topsides and Infrastructure Works - Abu Dhabi,Sand Blasting,Vendor E,15/02/2025,08/05/2025,07/05/2025,Completed,1016414,1190443.81,174029.81,1032
PRJ-UAE-822,Abu Dhabi,"C1040-Construction of ADCOOP Warehouse at Kizad, Abu Dhabi",Cleaning,Vendor E,15/02/2025,03/04/2025,19/04/2025,Completed,1509572,1392888.73,-116683.27,1751
PRJ-UAE-575,RAK,Baniyas North Develpoment Phase 3 Infra,Cold Marking,Vendor F,16/02/2025,07/04/2025,05/04/2025,Completed,797292,782713.42,-14578.58,402
PRJ-UAE-825,Ajman,Airport Road Building - GU0126,Epoxy Floor Coating System,Vendor B,17/02/2025,18/05/2025,18/05/2025,Completed,234588,236482.27,1894.27,438
PRJ-UAE-450,Dubai,RDJ183 - Sand Blasting GSE Road at DWC,Maintenance,Vendor B,17/02/2025,18/05/2025,16/05/2025,Completed,2203377,2601233.65,397856.65,1057
PRJ-UAE-323,Sharjah,Internal Roads In Musalla Khorfakkan (Phase-01 & 02),Cleaning,Vendor D,18/02/2025,18/05/2025,11/06/2025,Completed,1462460,1382770.02,-79689.98,1231
PRJ-UAE-271,Abu Dhabi,BLOOM GRADEN NURSERY  PARKING & ROAD PAVING ABU DHABI,Sand Blasting,Vendor E,18/02/2025,13/03/2025,23/03/2025,Completed,2427654,2326232.1,-101421.9,409
PRJ-UAE-462,Dubai,Burj Al Arab-Tourist Experience Activation for EXPO 2020,Machine Marking TP,Vendor C,19/02/2025,12/05/2025,16/05/2025,Completed,1287859,1455931.75,168072.75,2069
PRJ-UAE-230,Abu Dhabi,Road Making at Kizad - Abu Dhabi,Premarking,Vendor E,20/02/2025,10/03/2025,01/04/2025,Completed,702235,765060.79,62825.79,2022
PRJ-UAE-736,Fujairah,TTLR15220-620 Genetic Center,Hand Marking TP,Vendor E,21/02/2025,14/05/2025,14/05/2025,Completed,159581,167390.79,7809.79,2751
PRJ-UAE-421,Dubai,Dubai Airport 16389F67 - Echo Blue Printing Pricing Schedule,Cold Marking,Vendor A,21/02/2025,19/03/2025,12/04/2025,Completed,532925,624138.01,91213.01,2752
PRJ-UAE-618,Dubai,Al Barsha South - Dubai,Epoxy Floor Coating System,Vendor G,22/02/2025,31/03/2025,31/03/2025,Completed,1407952,1302844.21,-105107.79,2110
PRJ-UAE-894,Dubai,Multi-User Facility - Phase -1 at the Logistics District at Dubai South,Epoxy Floor Coating System,Vendor D,22/02/2025,28/03/2025,11/04/2025,Completed,2184054,2182944.58,-1109.42,2093
PRJ-UAE-544,Abu Dhabi,CONSTRUCTION OF TAWAZUN SERVICE STATION,Premarking,Vendor G,22/02/2025,19/04/2025,24/04/2025,Completed,1034703,1233857.57,199154.57,1574
PRJ-UAE-114,Dubai,"Road Marking Works at The Square - Nad Al Sheba Gardens Dubai, - UAE",Premarking,Vendor D,22/02/2025,28/03/2025,07/04/2025,Completed,1864079,1897322.37,33243.37,1393
PRJ-UAE-694,Abu Dhabi,Louvre - Abu Dhabi,Machine Marking TP,Vendor F,23/02/2025,22/05/2025,16/06/2025,Completed,2275749,2823098.33,547349.33,1142
PRJ-UAE-381,Abu Dhabi,Al Forsan Khalifa Project,Premarking,Vendor C,23/02/2025,13/05/2025,07/06/2025,Completed,1359599,1410220.42,50621.42,2128
PRJ-UAE-243,UAQ,"Construction of Marine Facilities at Barbera, Somaliland.",Sand Blasting,Vendor B,23/02/2025,22/05/2025,18/05/2025,Completed,630268,601202.52,-29065.48,508
PRJ-UAE-578,UAQ,Rehabilitation Of UAQ Landfill,Maintenance,Vendor D,25/02/2025,28/04/2025,04/05/2025,Completed,122709,115396.72,-7312.28,2019
PRJ-UAE-748,Abu Dhabi,"AD 549 New Parking Area Marking Masdar City,abu Dhabi",Cold Marking,Vendor B,25/02/2025,27/04/2025,16/05/2025,Completed,1563774,1647243.26,83469.26,2579
PRJ-UAE-680,abu dhabi,120-1013-American Community School - Abu Dhabi,Hand Marking TP,Vendor D,26/02/2025,06/04/2025,25/04/2025,Completed,1061733,1034484.21,-27248.79,1960
PRJ-UAE-718,Dubai,Construction of Akoya Service Station in Dubai on Plot No.9190104,Hand Marking TP,Vendor D,26/02/2025,15/04/2025,08/05/2025,Completed,2020826,1908564.84,-112261.16,2329
PRJ-UAE-745,Abu Dhabi,Design and Construction of 67 Parks and Playgrounds in Various Areas in the City of Abu Dhabi,Machine Marking TP,Vendor C,27/02/2025,21/05/2025,25/05/2025,Completed,1656939,1946568.63,289629.63,2475
PRJ-UAE-522,abu dhabi,Al Hudayriyat Island (West) Marsana Ext. Abu Dhabi,Sand Blasting,Vendor B,27/02/2025,22/05/2025,04/06/2025,Completed,920166,1076822.35,156656.35,1990
PRJ-UAE-784,Sharjah,Road marking works at Al madam Fili -Sharjah-UAE,Hand Marking TP,Vendor E,28/02/2025,12/05/2025,19/05/2025,Completed,1101977,1229242.96,127265.96,2733
PRJ-UAE-242,Dubai,"First Driving Center, (G + 1st + Roof Floor) On Plot No. 8143137 at Al Rowaiyah 3, Dubai - U.A.E",Hand Marking TP,Vendor E,01/03/2025,26/05/2025,25/05/2025,Completed,1315554,1344382.17,28828.17,1013
PRJ-UAE-184,RAK,ROAD MARKING WORKS AT ZAYED MILITARY UNIVERSITY,Cleaning,Vendor A,01/03/2025,24/05/2025,24/05/2025,Completed,754254,759024.58,4770.58,661
PRJ-UAE-766,Sharjah,Road Marking In Sharjah Emirates,Hand Marking TP,Vendor C,02/03/2025,05/05/2025,12/05/2025,Completed,1457748,1778330.18,320582.18,2134
PRJ-UAE-181,UAQ,ENOC Processing Company L.L.C,Cleaning,Vendor G,02/03/2025,12/04/2025,18/04/2025,Completed,329864,316571.54,-13292.46,2375
PRJ-UAE-219,Abu Dhabi,AJ-449 - Noon E-Fullfillment Center in Kizad - Abu Dhabi,Cleaning,Vendor E,02/03/2025,12/04/2025,09/04/2025,Completed,1990383,1971829.9,-18553.1,194
PRJ-UAE-300,Abu Dhabi,"(Fit-out & MEP) Capacity Enhancement at the Remote Departure Bus Gates, Abu Dhabi Airport",Epoxy Floor Coating System,Vendor C,04/03/2025,24/04/2025,22/04/2025,Completed,1369810,1402644.17,32834.17,1523
PRJ-UAE-894,Dubai,Multi-User Facility - Phase -1 at the Logistics District at Dubai South,Hand Marking TP,Vendor F,04/03/2025,14/04/2025,28/04/2025,Completed,1319103,1335130.8,16027.8,2212
PRJ-UAE-563,Abu Dhabi,"Emirates Diplomatic Academy, Abu Dhabi",Sand Blasting,Vendor B,04/03/2025,14/05/2025,24/05/2025,Completed,2123260,2002771.27,-120488.73,1354
PRJ-UAE-769,Abu Dhabi,"Construction of Zayed Port Cruise Terminal-2, Abu Dhabi",Cleaning,Vendor C,05/03/2025,31/03/2025,22/04/2025,Completed,906516,932448.23,25932.23,1587
PRJ-UAE-193,Ajman,04 / 2025 Implementation and Improvement of roads in AL-Hamidiyah area - Ajman,Cleaning,Vendor A,06/03/2025,25/04/2025,02/05/2025,Completed,170086,157773.98,-12312.02,1622
PRJ-UAE-784,Dubai,Construction of Town Square Dubai Plot 04 The Diplomat Residence (G+5) Dubai,Maintenance,Vendor B,07/03/2025,31/03/2025,30/03/2025,Completed,999113,968269.68,-30843.32,1460
PRJ-UAE-797,Sharjah,Road Marking at Khorfakkan,Epoxy Floor Coating System,Vendor C,07/03/2025,19/05/2025,09/06/2025,Completed,1497945,1489993.43,-7951.57,1282
PRJ-UAE-702,Abu Dhabi,Road Marking @ Abu Dhabi..,Hand Marking TP,Vendor C,07/03/2025,03/04/2025,25/04/2025,Completed,591973,669486.33,77513.33,323
PRJ-UAE-583,Abu Dhabi,Emirati Housing Development â€“ West Baniya (1500) Villas at Abu Dhabi,Machine Marking TP,Vendor B,09/03/2025,03/06/2025,27/06/2025,Completed,2225291,2329488.3,104197.3,1469
PRJ-UAE-668,Dubai,Proposed Parallel Parking In Service Road,Hand Marking TP,Vendor G,12/03/2025,28/03/2025,06/04/2025,Completed,1829357,1913323.03,83966.03,2629
PRJ-UAE-860,Dubai,AC 9086 Jebel Ali Rail Terminal (JART) - Design & Build,Epoxy Floor Coating System,Vendor E,14/03/2025,25/05/2025,25/05/2025,Completed,2151623,2392630.71,241007.71,1173
PRJ-UAE-108,Abu Dhabi,Cycle Track  at Abu Dhabi,Machine Marking TP,Vendor C,14/03/2025,27/05/2025,02/06/2025,Completed,1516613,1703139.8,186526.8,1929
PRJ-UAE-733,Fujairah,"Parking Area Marking in IACAD Stores, Al Qusais",Cold Marking,Vendor G,15/03/2025,29/04/2025,21/05/2025,Completed,610400,614563.72,4163.72,2322
PRJ-UAE-843,Ajman,"695-22L-Design& Build of Joint School in MBZ, Ajman",Sand Blasting,Vendor G,16/03/2025,16/04/2025,03/05/2025,Completed,597565,618353.68,20788.68,884
PRJ-UAE-541,Abu Dhabi,"Mockup Work at Khalifa City, Abu Dhabi",Sand Blasting,Vendor A,16/03/2025,15/04/2025,04/05/2025,Completed,,2266127.02,61152.02,1587
PRJ-UAE-171,Dubai,"Proposed Eco Drive Automobile Driving School, Dubai, UAE",Machine Marking TP,Vendor G,16/03/2025,04/06/2025,14/06/2025,Completed,2225058,2656815.89,431757.89,1157
PRJ-UAE-293,Dubai,"Proposed Building ( B+G.+3typ. Floor+Roof ) At Muhaisanah Fourth, Dubai",Cleaning,Vendor B,16/03/2025,22/05/2025,18/05/2025,Completed,1942423,1962125.13,19702.13,475
PRJ-UAE-541,Abu Dhabi,"Mockup Work at Khalifa City, Abu Dhabi",Cold Marking,Vendor B,17/03/2025,21/04/2025,02/05/2025,Completed,1101076,1120623.99,19547.99,1066
PRJ-UAE-414,Abu Dhabi,ADNOC Station MBZ 01 - Abu Dhabi,Hand Marking TP,Vendor B,18/03/2025,06/06/2025,29/06/2025,Completed,1305621,1368814.01,63193.01,2343
PRJ-UAE-430,Abu Dhabi,"Ghayathi Checkpoint, Al Ruwais",Sand Blasting,Vendor G,18/03/2025,03/06/2025,26/06/2025,Completed,,1685246.25,-115911.75,1394
PRJ-UAE-384,Dubai,Dubai International Airport DXB Plus Detension Centre  Upgrade Works,Machine Marking TP,Vendor E,19/03/2025,07/06/2025,03/06/2025,Completed,1284892,1283249.25,-1642.75,2082
PRJ-UAE-463,Sharjah,"Parking Marking Works at Al hamriyah Mosque , Sharjah-UAE",Cold Marking,Vendor D,19/03/2025,29/04/2025,23/05/2025,Completed,1169709,2346788.07,1177079.07,877
PRJ-UAE-698,Al Ain,SP3/INF/083-31 Remaining Airfield Works,Epoxy Floor Coating System,Vendor D,21/03/2025,09/04/2025,22/04/2025,Completed,,1447092.55,262116.55,893
PRJ-UAE-586,Fujairah,Road markings in NMDC Energy,Machine Marking TP,Vendor D,21/03/2025,25/05/2025,15/06/2025,Completed,726701,836666.85,109965.85,2785
PRJ-UAE-258,Dubai,"Serenity Mansions Tilal Al Ghaf Community, Dubai- UAE",Premarking,Vendor D,22/03/2025,25/05/2025,14/06/2025,Completed,1768398,2184249.47,415851.47,390
PRJ-UAE-575,Dubai,"Gems Metropole Al Waha School (MTWS) Solar Project Wadi Al Safe 7th, Dubai â€“ UAE",Cold Marking,Vendor C,22/03/2025,10/05/2025,02/06/2025,Completed,1963927,1965760.69,1833.69,2548
PRJ-UAE-618,Dubai,"Road Marking Works at Rashid Hospital , Dubai-UAE",Maintenance,Vendor D,22/03/2025,23/04/2025,19/04/2025,Completed,612204,677493.79,65289.79,511
PRJ-UAE-769,Abu Dhabi,"Automotive Precision Technology at Kizad , Abu Dhabi-UAE",Cleaning,Vendor G,23/03/2025,24/04/2025,12/05/2025,Completed,1845482,1769135.61,-76346.39,625
PRJ-UAE-858,Dubai,"Proposed Entry & Footpath work on Plot No. TP070804 at Jabal Ali Industrial 3, Dubai",Sand Blasting,Vendor D,23/03/2025,09/05/2025,03/06/2025,Completed,2439654,2633890.16,194236.16,988
PRJ-UAE-523,Dubai,"Road Marking at Dubai Hills, Dubai",Sand Blasting,Vendor B,23/03/2025,18/04/2025,28/04/2025,Completed,721185,766540.5,45355.5,1821
PRJ-UAE-230,Abu Dhabi,Road Making at Kizad - Abu Dhabi,Epoxy Floor Coating System,Vendor F,23/03/2025,21/05/2025,15/06/2025,Completed,2137809,2572291.66,434482.66,744
PRJ-UAE-449,Dubai,R1050 Ras Al Khor Development on Plot No. 614-0283 Master Plan - Dubai,Cleaning,Vendor G,24/03/2025,10/04/2025,29/04/2025,Completed,1004465,1013931.8,9466.8,1166
PRJ-UAE-706,Abu Dhabi,"Construction of Block C & D on Plot No. 426 at Al Mafraq, Abu Dhabi, UAE",Sand Blasting,Vendor B,24/03/2025,14/06/2025,13/06/2025,Completed,1384415,1417379.9,32964.9,974
PRJ-UAE-288,Abu Dhabi,Emirati Housing Development - West Baniya (1500) Villas at Abu Dhabi,Machine Marking TP,Vendor F,25/03/2025,23/05/2025,28/05/2025,Completed,891962,829264.53,-62697.47,1886
PRJ-UAE-855,UAQ,Etihad Rail 2 Project-NICC,Cold Marking,Vendor E,26/03/2025,26/04/2025,24/04/2025,Completed,755829,704177.41,-51651.59,1350
PRJ-UAE-649,Sharjah,"Contract R1587 Internal Roads in Tuwi Maitha Residential, Sharjah-UAE",Hand Marking TP,Vendor E,27/03/2025,17/04/2025,15/04/2025,Completed,1312060,1235237.07,-76822.93,1171
PRJ-UAE-766,Sharjah,Road Marking In Sharjah Emirates,Cold Marking,Vendor A,27/03/2025,17/06/2025,05/07/2025,Completed,515001,548579.71,33578.71,2094
PRJ-UAE-124,Abu Dhabi,"Road Marking In Baniyas, Abu Dhabi",Hand Marking TP,Vendor B,27/03/2025,17/05/2025,07/06/2025,Completed,1379952,1612538.89,232586.89,1871
PRJ-UAE-193,Abu Dhabi,Fire Station Jubail Island-Jubail South-Abu Dhabi,Cleaning,Vendor F,28/03/2025,02/05/2025,21/05/2025,Completed,1006127,1032205.97,26078.97,2493
PRJ-UAE-110,Al Ain,Kerb Stone and Wheel Stopper Painting  at JAFZA,Cleaning,Vendor F,28/03/2025,30/05/2025,05/06/2025,Completed,930937,1084763.18,153826.18,2146
PRJ-UAE-381,Abu Dhabi,Al Forsan Khalifa Project,Epoxy Floor Coating System,Vendor F,28/03/2025,10/05/2025,28/05/2025,Completed,1912997,1855920.01,-57076.99,1349
PRJ-UAE-472,Sharjah,"Additional of new buildings & infrastructure works Kalba, Sharjah",Epoxy Floor Coating System,Vendor A,29/03/2025,31/05/2025,29/05/2025,Completed,485489,484579.76,-909.24,67
PRJ-UAE-189,UAQ,R1663 Improvements in The Schools Area in Muwailih Commercial,Cleaning,Vendor B,29/03/2025,07/06/2025,05/06/2025,Completed,375921,373683.99,-2237.01,970
PRJ-UAE-838,Sharjah,Sharjah International Airport Expansion Program,Epoxy Floor Coating System,Vendor E,29/03/2025,06/05/2025,20/05/2025,Completed,406057,453336.48,47279.48,2586
PRJ-UAE-472,Sharjah,"Additional of new buildings & infrastructure works Kalba, Sharjah",Epoxy Floor Coating System,Vendor G,30/03/2025,08/05/2025,25/05/2025,Completed,1104516,1237413.47,132897.47,102
PRJ-UAE-303,Dubai,Dubai Opera District- Phase 3 Tunnels and UGCP Modification.,Sand Blasting,Vendor G,31/03/2025,19/06/2025,05/07/2025,Completed,794378,812894.38,18516.38,1867
PRJ-UAE-244,Fujairah,442 G+4+Roof Residential building on Plot No. 6439726 @ wadi Al Safa 2,Premarking,Vendor E,31/03/2025,09/05/2025,15/05/2025,Completed,304019,282598.17,-21420.83,2542
PRJ-UAE-448,Al Ain,Road Marking at Nakeel Al Ain - Abu Dhabi,Sand Blasting,Vendor B,01/04/2025,07/05/2025,26/05/2025,Completed,1470609,1408008.5,-62600.5,1801
PRJ-UAE-264,Sharjah,Contract R1591 Kalba Hanging Garden Development -Road Marking Works,Epoxy Floor Coating System,Vendor D,02/04/2025,24/06/2025,23/06/2025,Completed,890867,953036.07,62169.07,1083
PRJ-UAE-265,,"Thermoplastic road marking Liwa, Abu Dhabi",Cleaning,Vendor D,02/04/2025,17/05/2025,16/05/2025,Completed,1948312,1839938.32,-108373.68,1990
PRJ-UAE-520,Sharjah,R-1470 VO1 - DUALIZATION OF FILI TO BAHAYES ROAD SHARJAH,Maintenance,Vendor G,03/04/2025,23/04/2025,01/05/2025,Completed,570399,617901.88,47502.88,664
PRJ-UAE-428,Abu Dhabi,"Handicap Parking at Yas Island,Abu Dhabi",Cleaning,Vendor G,03/04/2025,11/06/2025,21/06/2025,Completed,2268548,2578188.14,309640.14,2294
PRJ-UAE-420,Abu Dhabi,Road Marking & Wheel Stoppers Installation at MTB Abu Dhabi Airport,Sand Blasting,Vendor B,04/04/2025,15/06/2025,13/06/2025,Completed,1235246,1262175.06,26929.06,997
PRJ-UAE-692,Sharjah,Hamariya Park Cycle Track and Hamariya Municipality Parking at Sharjah,Maintenance,Vendor A,05/04/2025,18/05/2025,23/05/2025,Completed,304607,303763.41,-843.59,1438
PRJ-UAE-445,Al Ain,"P156A Design & Build Main Construction works for Al Reeman Affordable Living Plot 86 &n128 Phase 2, UAE",Hand Marking TP,Vendor F,05/04/2025,24/04/2025,29/04/2025,Completed,496084,521449.8,25365.8,1700
PRJ-UAE-506,Sharjah,Etihad rail project - Package  - Sharjah,Machine Marking TP,Vendor G,05/04/2025,28/05/2025,15/06/2025,Completed,914750,999050.7,84300.7,579
PRJ-UAE-233,Sharjah,E88 Road Sharjah - Al Dhaid Masafi (Phase 3 - from Interchange 7 to Al Dhaid,Machine Marking TP,Vendor E,05/04/2025,28/06/2025,27/06/2025,Completed,750817,737640.03,-13176.97,1290
PRJ-UAE-216,Dubai,Proposed Dubai Islamic Bank Al Nahda Building. Al Nahda Fist - DubaI,Cold Marking,Vendor B,06/04/2025,14/05/2025,25/05/2025,Completed,1636450,1669045.77,32595.77,2320
PRJ-UAE-657,Sharjah,"INTERLOCK PAVING WORKS SHOPPING MALL  PLOT NO 508/A , A GUBAIBA SHARJAH",Epoxy Floor Coating System,Vendor E,06/04/2025,16/06/2025,12/06/2025,Completed,1445785,1401645.99,-44139.01,935
PRJ-UAE-434,Abu Dhabi,"J1026 Al Taweelah, Abu Dhabi",Machine Marking TP,Vendor E,06/04/2025,30/04/2025,22/05/2025,Completed,871502,884633.06,13131.06,2612
PRJ-UAE-233,Sharjah,E88 Road Sharjah - Al Dhaid Masafi (Phase 3 - from Interchange 7 to Al Dhaid,Cold Marking,Vendor F,07/04/2025,09/05/2025,20/05/2025,Completed,817792,993306.66,175514.66,2324
PRJ-UAE-839,Abu Dhabi,"Musafar Area Road,Abu Dhabi",Sand Blasting,Vendor G,07/04/2025,02/07/2025,01/07/2025,Completed,2082181,2442842.31,360661.31,1676
PRJ-UAE-637,Sharjah,"R 1890 Roads and Parking for Hatib Bin Harith Mosque in Al Sajaa Area, Sharjah-UAE",Hand Marking TP,Vendor B,07/04/2025,23/04/2025,11/05/2025,Completed,1038498,1252991.81,214493.81,1980
PRJ-UAE-305,Sharjah,Road Marking at Al Qassimi Hospital - Sharjah,Premarking,Vendor B,08/04/2025,02/07/2025,01/07/2025,Completed,867806,1044875.19,177069.19,676
PRJ-UAE-579,Abu Dhabi,"Masjid Parking at Al Reef,Abu Dhabi",Hand Marking TP,Vendor E,08/04/2025,01/07/2025,27/06/2025,Completed,1564390,1622339.68,57949.68,938
PRJ-UAE-306,Dubai,"City Land All External Works City Land Mall,Wadi Al Safa 4 - Dubai",Sand Blasting,Vendor G,09/04/2025,26/06/2025,18/07/2025,Completed,1756762,1748225.77,-8536.23,1818
PRJ-UAE-247,Abu Dhabi,"Construction of Staff Accommodation Units SAU and Support Facilities at Al Ruwais, Abu Dhabi",Premarking,Vendor E,09/04/2025,27/05/2025,13/06/2025,Completed,1584170,1554267.55,-29902.45,1322
PRJ-UAE-171,RAK,SP3/INF083-01,Sand Blasting,Vendor C,10/04/2025,06/06/2025,11/06/2025,Completed,537476,501770.54,-35705.46,1703
PRJ-UAE-655,Al Ain,R 1651 Paving of Main Roads In Commercial Area Of Al Hamriyah West Area,Sand Blasting,Vendor C,10/04/2025,07/07/2025,27/07/2025,Completed,492308,504914.71,12606.71,2283
PRJ-UAE-148,Dubai,Modification Of Existing Parade Ground  in Dubai  Police Academy,Cleaning,Vendor G,11/04/2025,24/06/2025,21/06/2025,Completed,837172,997918.08,160746.08,970
PRJ-UAE-162,Sharjah,"ENOC Petrol Station,Sajja - Sharjah",Hand Marking TP,Vendor G,12/04/2025,16/06/2025,23/06/2025,Completed,1409575,1464815.61,55240.61,2610
PRJ-UAE-420,RAK,Shees park,Machine Marking TP,Vendor D,12/04/2025,11/06/2025,10/06/2025,Completed,690950,661874.08,-29075.92,640
PRJ-UAE-563,Abu Dhabi,"Emirates Diplomatic Academy, Abu Dhabi",Epoxy Floor Coating System,Vendor D,13/04/2025,29/06/2025,16/07/2025,Completed,1157404,1267004.13,109600.13,2276
PRJ-UAE-106,Abu Dhabi,Perma-Pipe ICAD Facility - Abu Dhabi,Hand Marking TP,Vendor C,14/04/2025,17/06/2025,25/06/2025,Completed,830733,802333.4,-28399.6,1554
PRJ-UAE-438,Fujairah,Road Marking at Al Hamriya East,Cleaning,Vendor E,14/04/2025,20/05/2025,31/05/2025,Completed,,825246.91,63900.91,1489
PRJ-UAE-308,Abu Dhabi,ERTH Abu Dhabi Hotel (Formerly AFOC&H),Cleaning,Vendor F,14/04/2025,23/06/2025,29/06/2025,Completed,2075926,1972183.4,-103742.6,2415
PRJ-UAE-653,Abu Dhabi,"Road Marking Habshan,Abu Dhabi",Maintenance,Vendor G,15/04/2025,31/05/2025,30/05/2025,Completed,1320486,1405410.7,84924.7,693
PRJ-UAE-775,UAQ,Pathway Marking Inside Dynagraph Factory,Sand Blasting,Vendor A,15/04/2025,01/05/2025,23/05/2025,Completed,402967,424122.27,21155.27,1731
PRJ-UAE-342,Abu Dhabi,"American community School,Saadiyat - Abu Dhabi",Sand Blasting,Vendor A,15/04/2025,08/07/2025,12/07/2025,Completed,1665567,1835731.75,170164.75,1735
